group_name,label,exterior_image,interior_image,exterior_path,interior_path
JD00229_vs_JD03648_sample1,0,JD00229_vs_JD03648_sample1_exterior.png,JD00229_vs_JD03648_sample1_interior.png,false_match\JD00229_vs_JD03648_sample1_exterior.png,false_match\JD00229_vs_JD03648_sample1_interior.png
JD00229_vs_JD03648_sample2,0,JD00229_vs_JD03648_sample2_exterior.png,JD00229_vs_JD03648_sample2_interior.png,false_match\JD00229_vs_JD03648_sample2_exterior.png,false_match\JD00229_vs_JD03648_sample2_interior.png
JD00229_vs_JD10484_sample0,0,JD00229_vs_JD10484_sample0_exterior.png,JD00229_vs_JD10484_sample0_interior.png,false_match\JD00229_vs_JD10484_sample0_exterior.png,false_match\JD00229_vs_JD10484_sample0_interior.png
JD00229_vs_JD10484_sample1,0,JD00229_vs_JD10484_sample1_exterior.png,JD00229_vs_JD10484_sample1_interior.png,false_match\JD00229_vs_JD10484_sample1_exterior.png,false_match\JD00229_vs_JD10484_sample1_interior.png
JD00229_vs_JD10484_sample2,0,JD00229_vs_JD10484_sample2_exterior.png,JD00229_vs_JD10484_sample2_interior.png,false_match\JD00229_vs_JD10484_sample2_exterior.png,false_match\JD00229_vs_JD10484_sample2_interior.png
JD00231_vs_JD00233_sample0,0,JD00231_vs_JD00233_sample0_exterior.png,JD00231_vs_JD00233_sample0_interior.png,false_match\JD00231_vs_JD00233_sample0_exterior.png,false_match\JD00231_vs_JD00233_sample0_interior.png
JD00231_vs_JD00233_sample1,0,JD00231_vs_JD00233_sample1_exterior.png,JD00231_vs_JD00233_sample1_interior.png,false_match\JD00231_vs_JD00233_sample1_exterior.png,false_match\JD00231_vs_JD00233_sample1_interior.png
JD00231_vs_JD00233_sample2,0,JD00231_vs_JD00233_sample2_exterior.png,JD00231_vs_JD00233_sample2_interior.png,false_match\JD00231_vs_JD00233_sample2_exterior.png,false_match\JD00231_vs_JD00233_sample2_interior.png
JD00231_vs_JD02684_sample0,0,JD00231_vs_JD02684_sample0_exterior.png,JD00231_vs_JD02684_sample0_interior.png,false_match\JD00231_vs_JD02684_sample0_exterior.png,false_match\JD00231_vs_JD02684_sample0_interior.png
JD00231_vs_JD02684_sample1,0,JD00231_vs_JD02684_sample1_exterior.png,JD00231_vs_JD02684_sample1_interior.png,false_match\JD00231_vs_JD02684_sample1_exterior.png,false_match\JD00231_vs_JD02684_sample1_interior.png
JD00231_vs_JD02684_sample2,0,JD00231_vs_JD02684_sample2_exterior.png,JD00231_vs_JD02684_sample2_interior.png,false_match\JD00231_vs_JD02684_sample2_exterior.png,false_match\JD00231_vs_JD02684_sample2_interior.png
JD00241_vs_JD00850_sample2,0,JD00241_vs_JD00850_sample2_exterior.png,JD00241_vs_JD00850_sample2_interior.png,false_match\JD00241_vs_JD00850_sample2_exterior.png,false_match\JD00241_vs_JD00850_sample2_interior.png
JD00241_vs_JD00850_sample3,0,JD00241_vs_JD00850_sample3_exterior.png,JD00241_vs_JD00850_sample3_interior.png,false_match\JD00241_vs_JD00850_sample3_exterior.png,false_match\JD00241_vs_JD00850_sample3_interior.png
JD00241_vs_JD00850_sample4,0,JD00241_vs_JD00850_sample4_exterior.png,JD00241_vs_JD00850_sample4_interior.png,false_match\JD00241_vs_JD00850_sample4_exterior.png,false_match\JD00241_vs_JD00850_sample4_interior.png
JD00241_vs_JD08825_sample0,0,JD00241_vs_JD08825_sample0_exterior.png,JD00241_vs_JD08825_sample0_interior.png,false_match\JD00241_vs_JD08825_sample0_exterior.png,false_match\JD00241_vs_JD08825_sample0_interior.png
JD00241_vs_JD08825_sample1,0,JD00241_vs_JD08825_sample1_exterior.png,JD00241_vs_JD08825_sample1_interior.png,false_match\JD00241_vs_JD08825_sample1_exterior.png,false_match\JD00241_vs_JD08825_sample1_interior.png
JD00241_vs_JD08825_sample2,0,JD00241_vs_JD08825_sample2_exterior.png,JD00241_vs_JD08825_sample2_interior.png,false_match\JD00241_vs_JD08825_sample2_exterior.png,false_match\JD00241_vs_JD08825_sample2_interior.png
JD00283_vs_JD00334_sample1,0,JD00283_vs_JD00334_sample1_exterior.png,JD00283_vs_JD00334_sample1_interior.png,false_match\JD00283_vs_JD00334_sample1_exterior.png,false_match\JD00283_vs_JD00334_sample1_interior.png
JD00283_vs_JD00334_sample2,0,JD00283_vs_JD00334_sample2_exterior.png,JD00283_vs_JD00334_sample2_interior.png,false_match\JD00283_vs_JD00334_sample2_exterior.png,false_match\JD00283_vs_JD00334_sample2_interior.png
JD00283_vs_JD00334_sample3,0,JD00283_vs_JD00334_sample3_exterior.png,JD00283_vs_JD00334_sample3_interior.png,false_match\JD00283_vs_JD00334_sample3_exterior.png,false_match\JD00283_vs_JD00334_sample3_interior.png
JD00283_vs_JD16773_sample0,0,JD00283_vs_JD16773_sample0_exterior.png,JD00283_vs_JD16773_sample0_interior.png,false_match\JD00283_vs_JD16773_sample0_exterior.png,false_match\JD00283_vs_JD16773_sample0_interior.png
JD00283_vs_JD16773_sample1,0,JD00283_vs_JD16773_sample1_exterior.png,JD00283_vs_JD16773_sample1_interior.png,false_match\JD00283_vs_JD16773_sample1_exterior.png,false_match\JD00283_vs_JD16773_sample1_interior.png
JD00283_vs_JD16773_sample2,0,JD00283_vs_JD16773_sample2_exterior.png,JD00283_vs_JD16773_sample2_interior.png,false_match\JD00283_vs_JD16773_sample2_exterior.png,false_match\JD00283_vs_JD16773_sample2_interior.png
JD00283_vs_JD17249_sample0,0,JD00283_vs_JD17249_sample0_exterior.png,JD00283_vs_JD17249_sample0_interior.png,false_match\JD00283_vs_JD17249_sample0_exterior.png,false_match\JD00283_vs_JD17249_sample0_interior.png
JD00283_vs_JD17249_sample1,0,JD00283_vs_JD17249_sample1_exterior.png,JD00283_vs_JD17249_sample1_interior.png,false_match\JD00283_vs_JD17249_sample1_exterior.png,false_match\JD00283_vs_JD17249_sample1_interior.png
JD00283_vs_JD17249_sample2,0,JD00283_vs_JD17249_sample2_exterior.png,JD00283_vs_JD17249_sample2_interior.png,false_match\JD00283_vs_JD17249_sample2_exterior.png,false_match\JD00283_vs_JD17249_sample2_interior.png
JD00288_vs_JD04124_sample2,0,JD00288_vs_JD04124_sample2_exterior.png,JD00288_vs_JD04124_sample2_interior.png,false_match\JD00288_vs_JD04124_sample2_exterior.png,false_match\JD00288_vs_JD04124_sample2_interior.png
JD00288_vs_JD04124_sample3,0,JD00288_vs_JD04124_sample3_exterior.png,JD00288_vs_JD04124_sample3_interior.png,false_match\JD00288_vs_JD04124_sample3_exterior.png,false_match\JD00288_vs_JD04124_sample3_interior.png
JD00288_vs_JD04124_sample4,0,JD00288_vs_JD04124_sample4_exterior.png,JD00288_vs_JD04124_sample4_interior.png,false_match\JD00288_vs_JD04124_sample4_exterior.png,false_match\JD00288_vs_JD04124_sample4_interior.png
JD00317_vs_JD00918_sample0,0,JD00317_vs_JD00918_sample0_exterior.png,JD00317_vs_JD00918_sample0_interior.png,false_match\JD00317_vs_JD00918_sample0_exterior.png,false_match\JD00317_vs_JD00918_sample0_interior.png
JD00317_vs_JD00918_sample1,0,JD00317_vs_JD00918_sample1_exterior.png,JD00317_vs_JD00918_sample1_interior.png,false_match\JD00317_vs_JD00918_sample1_exterior.png,false_match\JD00317_vs_JD00918_sample1_interior.png
JD00317_vs_JD00918_sample2,0,JD00317_vs_JD00918_sample2_exterior.png,JD00317_vs_JD00918_sample2_interior.png,false_match\JD00317_vs_JD00918_sample2_exterior.png,false_match\JD00317_vs_JD00918_sample2_interior.png
JD00317_vs_JD17410_sample0,0,JD00317_vs_JD17410_sample0_exterior.png,JD00317_vs_JD17410_sample0_interior.png,false_match\JD00317_vs_JD17410_sample0_exterior.png,false_match\JD00317_vs_JD17410_sample0_interior.png
JD00317_vs_JD17410_sample1,0,JD00317_vs_JD17410_sample1_exterior.png,JD00317_vs_JD17410_sample1_interior.png,false_match\JD00317_vs_JD17410_sample1_exterior.png,false_match\JD00317_vs_JD17410_sample1_interior.png
JD00317_vs_JD17410_sample2,0,JD00317_vs_JD17410_sample2_exterior.png,JD00317_vs_JD17410_sample2_interior.png,false_match\JD00317_vs_JD17410_sample2_exterior.png,false_match\JD00317_vs_JD17410_sample2_interior.png
JD00334_vs_JD00283_sample0,0,JD00334_vs_JD00283_sample0_exterior.png,JD00334_vs_JD00283_sample0_interior.png,false_match\JD00334_vs_JD00283_sample0_exterior.png,false_match\JD00334_vs_JD00283_sample0_interior.png
JD00334_vs_JD00283_sample1,0,JD00334_vs_JD00283_sample1_exterior.png,JD00334_vs_JD00283_sample1_interior.png,false_match\JD00334_vs_JD00283_sample1_exterior.png,false_match\JD00334_vs_JD00283_sample1_interior.png
JD00334_vs_JD00283_sample2,0,JD00334_vs_JD00283_sample2_exterior.png,JD00334_vs_JD00283_sample2_interior.png,false_match\JD00334_vs_JD00283_sample2_exterior.png,false_match\JD00334_vs_JD00283_sample2_interior.png
JD00354_vs_JD01372_sample0,0,JD00354_vs_JD01372_sample0_exterior.png,JD00354_vs_JD01372_sample0_interior.png,false_match\JD00354_vs_JD01372_sample0_exterior.png,false_match\JD00354_vs_JD01372_sample0_interior.png
JD00354_vs_JD01372_sample1,0,JD00354_vs_JD01372_sample1_exterior.png,JD00354_vs_JD01372_sample1_interior.png,false_match\JD00354_vs_JD01372_sample1_exterior.png,false_match\JD00354_vs_JD01372_sample1_interior.png
JD00354_vs_JD01372_sample2,0,JD00354_vs_JD01372_sample2_exterior.png,JD00354_vs_JD01372_sample2_interior.png,false_match\JD00354_vs_JD01372_sample2_exterior.png,false_match\JD00354_vs_JD01372_sample2_interior.png
JD00356_vs_JD07514_sample0,0,JD00356_vs_JD07514_sample0_exterior.png,JD00356_vs_JD07514_sample0_interior.png,false_match\JD00356_vs_JD07514_sample0_exterior.png,false_match\JD00356_vs_JD07514_sample0_interior.png
JD00356_vs_JD07514_sample1,0,JD00356_vs_JD07514_sample1_exterior.png,JD00356_vs_JD07514_sample1_interior.png,false_match\JD00356_vs_JD07514_sample1_exterior.png,false_match\JD00356_vs_JD07514_sample1_interior.png
JD00356_vs_JD07514_sample2,0,JD00356_vs_JD07514_sample2_exterior.png,JD00356_vs_JD07514_sample2_interior.png,false_match\JD00356_vs_JD07514_sample2_exterior.png,false_match\JD00356_vs_JD07514_sample2_interior.png
JD00375_vs_JD03710_sample4,0,JD00375_vs_JD03710_sample4_exterior.png,JD00375_vs_JD03710_sample4_interior.png,false_match\JD00375_vs_JD03710_sample4_exterior.png,false_match\JD00375_vs_JD03710_sample4_interior.png
JD00405_vs_JD08448_sample0,0,JD00405_vs_JD08448_sample0_exterior.png,JD00405_vs_JD08448_sample0_interior.png,false_match\JD00405_vs_JD08448_sample0_exterior.png,false_match\JD00405_vs_JD08448_sample0_interior.png
JD00405_vs_JD08448_sample1,0,JD00405_vs_JD08448_sample1_exterior.png,JD00405_vs_JD08448_sample1_interior.png,false_match\JD00405_vs_JD08448_sample1_exterior.png,false_match\JD00405_vs_JD08448_sample1_interior.png
JD00405_vs_JD08448_sample2,0,JD00405_vs_JD08448_sample2_exterior.png,JD00405_vs_JD08448_sample2_interior.png,false_match\JD00405_vs_JD08448_sample2_exterior.png,false_match\JD00405_vs_JD08448_sample2_interior.png
JD00416_vs_JD00631_sample0,0,JD00416_vs_JD00631_sample0_exterior.png,JD00416_vs_JD00631_sample0_interior.png,false_match\JD00416_vs_JD00631_sample0_exterior.png,false_match\JD00416_vs_JD00631_sample0_interior.png
JD00416_vs_JD00631_sample1,0,JD00416_vs_JD00631_sample1_exterior.png,JD00416_vs_JD00631_sample1_interior.png,false_match\JD00416_vs_JD00631_sample1_exterior.png,false_match\JD00416_vs_JD00631_sample1_interior.png
JD00416_vs_JD00631_sample2,0,JD00416_vs_JD00631_sample2_exterior.png,JD00416_vs_JD00631_sample2_interior.png,false_match\JD00416_vs_JD00631_sample2_exterior.png,false_match\JD00416_vs_JD00631_sample2_interior.png
JD00416_vs_JD03443_sample3,0,JD00416_vs_JD03443_sample3_exterior.png,JD00416_vs_JD03443_sample3_interior.png,false_match\JD00416_vs_JD03443_sample3_exterior.png,false_match\JD00416_vs_JD03443_sample3_interior.png
JD00416_vs_JD03443_sample4,0,JD00416_vs_JD03443_sample4_exterior.png,JD00416_vs_JD03443_sample4_interior.png,false_match\JD00416_vs_JD03443_sample4_exterior.png,false_match\JD00416_vs_JD03443_sample4_interior.png
JD00416_vs_JD03526_sample0,0,JD00416_vs_JD03526_sample0_exterior.png,JD00416_vs_JD03526_sample0_interior.png,false_match\JD00416_vs_JD03526_sample0_exterior.png,false_match\JD00416_vs_JD03526_sample0_interior.png
JD00416_vs_JD03526_sample1,0,JD00416_vs_JD03526_sample1_exterior.png,JD00416_vs_JD03526_sample1_interior.png,false_match\JD00416_vs_JD03526_sample1_exterior.png,false_match\JD00416_vs_JD03526_sample1_interior.png
JD00416_vs_JD03526_sample2,0,JD00416_vs_JD03526_sample2_exterior.png,JD00416_vs_JD03526_sample2_interior.png,false_match\JD00416_vs_JD03526_sample2_exterior.png,false_match\JD00416_vs_JD03526_sample2_interior.png
JD00416_vs_JD07316_sample0,0,JD00416_vs_JD07316_sample0_exterior.png,JD00416_vs_JD07316_sample0_interior.png,false_match\JD00416_vs_JD07316_sample0_exterior.png,false_match\JD00416_vs_JD07316_sample0_interior.png
JD00416_vs_JD07316_sample1,0,JD00416_vs_JD07316_sample1_exterior.png,JD00416_vs_JD07316_sample1_interior.png,false_match\JD00416_vs_JD07316_sample1_exterior.png,false_match\JD00416_vs_JD07316_sample1_interior.png
JD00416_vs_JD07316_sample2,0,JD00416_vs_JD07316_sample2_exterior.png,JD00416_vs_JD07316_sample2_interior.png,false_match\JD00416_vs_JD07316_sample2_exterior.png,false_match\JD00416_vs_JD07316_sample2_interior.png
JD00416_vs_JD09271_sample0,0,JD00416_vs_JD09271_sample0_exterior.png,JD00416_vs_JD09271_sample0_interior.png,false_match\JD00416_vs_JD09271_sample0_exterior.png,false_match\JD00416_vs_JD09271_sample0_interior.png
JD00416_vs_JD09271_sample1,0,JD00416_vs_JD09271_sample1_exterior.png,JD00416_vs_JD09271_sample1_interior.png,false_match\JD00416_vs_JD09271_sample1_exterior.png,false_match\JD00416_vs_JD09271_sample1_interior.png
JD00416_vs_JD09271_sample2,0,JD00416_vs_JD09271_sample2_exterior.png,JD00416_vs_JD09271_sample2_interior.png,false_match\JD00416_vs_JD09271_sample2_exterior.png,false_match\JD00416_vs_JD09271_sample2_interior.png
JD00418_vs_JD00455_sample0,0,JD00418_vs_JD00455_sample0_exterior.png,JD00418_vs_JD00455_sample0_interior.png,false_match\JD00418_vs_JD00455_sample0_exterior.png,false_match\JD00418_vs_JD00455_sample0_interior.png
JD00418_vs_JD00455_sample1,0,JD00418_vs_JD00455_sample1_exterior.png,JD00418_vs_JD00455_sample1_interior.png,false_match\JD00418_vs_JD00455_sample1_exterior.png,false_match\JD00418_vs_JD00455_sample1_interior.png
JD00418_vs_JD00455_sample2,0,JD00418_vs_JD00455_sample2_exterior.png,JD00418_vs_JD00455_sample2_interior.png,false_match\JD00418_vs_JD00455_sample2_exterior.png,false_match\JD00418_vs_JD00455_sample2_interior.png
JD00418_vs_JD08330_sample0,0,JD00418_vs_JD08330_sample0_exterior.png,JD00418_vs_JD08330_sample0_interior.png,false_match\JD00418_vs_JD08330_sample0_exterior.png,false_match\JD00418_vs_JD08330_sample0_interior.png
JD00418_vs_JD08330_sample1,0,JD00418_vs_JD08330_sample1_exterior.png,JD00418_vs_JD08330_sample1_interior.png,false_match\JD00418_vs_JD08330_sample1_exterior.png,false_match\JD00418_vs_JD08330_sample1_interior.png
JD00418_vs_JD08330_sample2,0,JD00418_vs_JD08330_sample2_exterior.png,JD00418_vs_JD08330_sample2_interior.png,false_match\JD00418_vs_JD08330_sample2_exterior.png,false_match\JD00418_vs_JD08330_sample2_interior.png
JD00517_vs_JD16816_sample2,0,JD00517_vs_JD16816_sample2_exterior.png,JD00517_vs_JD16816_sample2_interior.png,false_match\JD00517_vs_JD16816_sample2_exterior.png,false_match\JD00517_vs_JD16816_sample2_interior.png
JD00517_vs_JD16816_sample3,0,JD00517_vs_JD16816_sample3_exterior.png,JD00517_vs_JD16816_sample3_interior.png,false_match\JD00517_vs_JD16816_sample3_exterior.png,false_match\JD00517_vs_JD16816_sample3_interior.png
JD00517_vs_JD16816_sample4,0,JD00517_vs_JD16816_sample4_exterior.png,JD00517_vs_JD16816_sample4_interior.png,false_match\JD00517_vs_JD16816_sample4_exterior.png,false_match\JD00517_vs_JD16816_sample4_interior.png
JD00574_vs_JD13360_sample0,0,JD00574_vs_JD13360_sample0_exterior.png,JD00574_vs_JD13360_sample0_interior.png,false_match\JD00574_vs_JD13360_sample0_exterior.png,false_match\JD00574_vs_JD13360_sample0_interior.png
JD00574_vs_JD13360_sample1,0,JD00574_vs_JD13360_sample1_exterior.png,JD00574_vs_JD13360_sample1_interior.png,false_match\JD00574_vs_JD13360_sample1_exterior.png,false_match\JD00574_vs_JD13360_sample1_interior.png
JD00574_vs_JD13360_sample2,0,JD00574_vs_JD13360_sample2_exterior.png,JD00574_vs_JD13360_sample2_interior.png,false_match\JD00574_vs_JD13360_sample2_exterior.png,false_match\JD00574_vs_JD13360_sample2_interior.png
JD00582_vs_JD04008_sample0,0,JD00582_vs_JD04008_sample0_exterior.png,JD00582_vs_JD04008_sample0_interior.png,false_match\JD00582_vs_JD04008_sample0_exterior.png,false_match\JD00582_vs_JD04008_sample0_interior.png
JD00582_vs_JD04008_sample1,0,JD00582_vs_JD04008_sample1_exterior.png,JD00582_vs_JD04008_sample1_interior.png,false_match\JD00582_vs_JD04008_sample1_exterior.png,false_match\JD00582_vs_JD04008_sample1_interior.png
JD00582_vs_JD04008_sample2,0,JD00582_vs_JD04008_sample2_exterior.png,JD00582_vs_JD04008_sample2_interior.png,false_match\JD00582_vs_JD04008_sample2_exterior.png,false_match\JD00582_vs_JD04008_sample2_interior.png
JD00606_vs_JD05144_sample0,0,JD00606_vs_JD05144_sample0_exterior.png,JD00606_vs_JD05144_sample0_interior.png,false_match\JD00606_vs_JD05144_sample0_exterior.png,false_match\JD00606_vs_JD05144_sample0_interior.png
JD00606_vs_JD05144_sample1,0,JD00606_vs_JD05144_sample1_exterior.png,JD00606_vs_JD05144_sample1_interior.png,false_match\JD00606_vs_JD05144_sample1_exterior.png,false_match\JD00606_vs_JD05144_sample1_interior.png
JD00606_vs_JD05144_sample2,0,JD00606_vs_JD05144_sample2_exterior.png,JD00606_vs_JD05144_sample2_interior.png,false_match\JD00606_vs_JD05144_sample2_exterior.png,false_match\JD00606_vs_JD05144_sample2_interior.png
JD00621_vs_JD02046_sample0,0,JD00621_vs_JD02046_sample0_exterior.png,JD00621_vs_JD02046_sample0_interior.png,false_match\JD00621_vs_JD02046_sample0_exterior.png,false_match\JD00621_vs_JD02046_sample0_interior.png
JD00621_vs_JD02046_sample1,0,JD00621_vs_JD02046_sample1_exterior.png,JD00621_vs_JD02046_sample1_interior.png,false_match\JD00621_vs_JD02046_sample1_exterior.png,false_match\JD00621_vs_JD02046_sample1_interior.png
JD00736_vs_JD05371_sample1,0,JD00736_vs_JD05371_sample1_exterior.png,JD00736_vs_JD05371_sample1_interior.png,false_match\JD00736_vs_JD05371_sample1_exterior.png,false_match\JD00736_vs_JD05371_sample1_interior.png
JD00740_vs_JD11956_sample0,0,JD00740_vs_JD11956_sample0_exterior.png,JD00740_vs_JD11956_sample0_interior.png,false_match\JD00740_vs_JD11956_sample0_exterior.png,false_match\JD00740_vs_JD11956_sample0_interior.png
JD00740_vs_JD11956_sample1,0,JD00740_vs_JD11956_sample1_exterior.png,JD00740_vs_JD11956_sample1_interior.png,false_match\JD00740_vs_JD11956_sample1_exterior.png,false_match\JD00740_vs_JD11956_sample1_interior.png
JD00740_vs_JD11956_sample2,0,JD00740_vs_JD11956_sample2_exterior.png,JD00740_vs_JD11956_sample2_interior.png,false_match\JD00740_vs_JD11956_sample2_exterior.png,false_match\JD00740_vs_JD11956_sample2_interior.png
JD00778_vs_JD00811_sample0,0,JD00778_vs_JD00811_sample0_exterior.png,JD00778_vs_JD00811_sample0_interior.png,false_match\JD00778_vs_JD00811_sample0_exterior.png,false_match\JD00778_vs_JD00811_sample0_interior.png
JD00778_vs_JD00811_sample1,0,JD00778_vs_JD00811_sample1_exterior.png,JD00778_vs_JD00811_sample1_interior.png,false_match\JD00778_vs_JD00811_sample1_exterior.png,false_match\JD00778_vs_JD00811_sample1_interior.png
JD00778_vs_JD00811_sample2,0,JD00778_vs_JD00811_sample2_exterior.png,JD00778_vs_JD00811_sample2_interior.png,false_match\JD00778_vs_JD00811_sample2_exterior.png,false_match\JD00778_vs_JD00811_sample2_interior.png
JD00778_vs_JD08132_sample0,0,JD00778_vs_JD08132_sample0_exterior.png,JD00778_vs_JD08132_sample0_interior.png,false_match\JD00778_vs_JD08132_sample0_exterior.png,false_match\JD00778_vs_JD08132_sample0_interior.png
JD00778_vs_JD08132_sample1,0,JD00778_vs_JD08132_sample1_exterior.png,JD00778_vs_JD08132_sample1_interior.png,false_match\JD00778_vs_JD08132_sample1_exterior.png,false_match\JD00778_vs_JD08132_sample1_interior.png
JD00778_vs_JD08132_sample2,0,JD00778_vs_JD08132_sample2_exterior.png,JD00778_vs_JD08132_sample2_interior.png,false_match\JD00778_vs_JD08132_sample2_exterior.png,false_match\JD00778_vs_JD08132_sample2_interior.png
JD00778_vs_JD09598_sample0,0,JD00778_vs_JD09598_sample0_exterior.png,JD00778_vs_JD09598_sample0_interior.png,false_match\JD00778_vs_JD09598_sample0_exterior.png,false_match\JD00778_vs_JD09598_sample0_interior.png
JD00778_vs_JD09598_sample1,0,JD00778_vs_JD09598_sample1_exterior.png,JD00778_vs_JD09598_sample1_interior.png,false_match\JD00778_vs_JD09598_sample1_exterior.png,false_match\JD00778_vs_JD09598_sample1_interior.png
JD00778_vs_JD09598_sample2,0,JD00778_vs_JD09598_sample2_exterior.png,JD00778_vs_JD09598_sample2_interior.png,false_match\JD00778_vs_JD09598_sample2_exterior.png,false_match\JD00778_vs_JD09598_sample2_interior.png
JD00811_vs_JD03048_sample1,0,JD00811_vs_JD03048_sample1_exterior.png,JD00811_vs_JD03048_sample1_interior.png,false_match\JD00811_vs_JD03048_sample1_exterior.png,false_match\JD00811_vs_JD03048_sample1_interior.png
JD00811_vs_JD03048_sample2,0,JD00811_vs_JD03048_sample2_exterior.png,JD00811_vs_JD03048_sample2_interior.png,false_match\JD00811_vs_JD03048_sample2_exterior.png,false_match\JD00811_vs_JD03048_sample2_interior.png
JD00811_vs_JD03048_sample3,0,JD00811_vs_JD03048_sample3_exterior.png,JD00811_vs_JD03048_sample3_interior.png,false_match\JD00811_vs_JD03048_sample3_exterior.png,false_match\JD00811_vs_JD03048_sample3_interior.png
JD00811_vs_JD08132_sample0,0,JD00811_vs_JD08132_sample0_exterior.png,JD00811_vs_JD08132_sample0_interior.png,false_match\JD00811_vs_JD08132_sample0_exterior.png,false_match\JD00811_vs_JD08132_sample0_interior.png
JD00811_vs_JD08132_sample1,0,JD00811_vs_JD08132_sample1_exterior.png,JD00811_vs_JD08132_sample1_interior.png,false_match\JD00811_vs_JD08132_sample1_exterior.png,false_match\JD00811_vs_JD08132_sample1_interior.png
JD00811_vs_JD08132_sample2,0,JD00811_vs_JD08132_sample2_exterior.png,JD00811_vs_JD08132_sample2_interior.png,false_match\JD00811_vs_JD08132_sample2_exterior.png,false_match\JD00811_vs_JD08132_sample2_interior.png
JD00811_vs_JD11424_sample0,0,JD00811_vs_JD11424_sample0_exterior.png,JD00811_vs_JD11424_sample0_interior.png,false_match\JD00811_vs_JD11424_sample0_exterior.png,false_match\JD00811_vs_JD11424_sample0_interior.png
JD00811_vs_JD11424_sample1,0,JD00811_vs_JD11424_sample1_exterior.png,JD00811_vs_JD11424_sample1_interior.png,false_match\JD00811_vs_JD11424_sample1_exterior.png,false_match\JD00811_vs_JD11424_sample1_interior.png
JD00811_vs_JD11424_sample2,0,JD00811_vs_JD11424_sample2_exterior.png,JD00811_vs_JD11424_sample2_interior.png,false_match\JD00811_vs_JD11424_sample2_exterior.png,false_match\JD00811_vs_JD11424_sample2_interior.png
JD00811_vs_JD15948_sample0,0,JD00811_vs_JD15948_sample0_exterior.png,JD00811_vs_JD15948_sample0_interior.png,false_match\JD00811_vs_JD15948_sample0_exterior.png,false_match\JD00811_vs_JD15948_sample0_interior.png
JD00811_vs_JD15948_sample1,0,JD00811_vs_JD15948_sample1_exterior.png,JD00811_vs_JD15948_sample1_interior.png,false_match\JD00811_vs_JD15948_sample1_exterior.png,false_match\JD00811_vs_JD15948_sample1_interior.png
JD00811_vs_JD15948_sample2,0,JD00811_vs_JD15948_sample2_exterior.png,JD00811_vs_JD15948_sample2_interior.png,false_match\JD00811_vs_JD15948_sample2_exterior.png,false_match\JD00811_vs_JD15948_sample2_interior.png
JD00819_vs_JD01881_sample0,0,JD00819_vs_JD01881_sample0_exterior.png,JD00819_vs_JD01881_sample0_interior.png,false_match\JD00819_vs_JD01881_sample0_exterior.png,false_match\JD00819_vs_JD01881_sample0_interior.png
JD00832_vs_JD08879_sample0,0,JD00832_vs_JD08879_sample0_exterior.png,JD00832_vs_JD08879_sample0_interior.png,false_match\JD00832_vs_JD08879_sample0_exterior.png,false_match\JD00832_vs_JD08879_sample0_interior.png
JD00832_vs_JD08879_sample1,0,JD00832_vs_JD08879_sample1_exterior.png,JD00832_vs_JD08879_sample1_interior.png,false_match\JD00832_vs_JD08879_sample1_exterior.png,false_match\JD00832_vs_JD08879_sample1_interior.png
JD00832_vs_JD08879_sample2,0,JD00832_vs_JD08879_sample2_exterior.png,JD00832_vs_JD08879_sample2_interior.png,false_match\JD00832_vs_JD08879_sample2_exterior.png,false_match\JD00832_vs_JD08879_sample2_interior.png
JD00850_vs_JD00241_sample2,0,JD00850_vs_JD00241_sample2_exterior.png,JD00850_vs_JD00241_sample2_interior.png,false_match\JD00850_vs_JD00241_sample2_exterior.png,false_match\JD00850_vs_JD00241_sample2_interior.png
JD00850_vs_JD00241_sample3,0,JD00850_vs_JD00241_sample3_exterior.png,JD00850_vs_JD00241_sample3_interior.png,false_match\JD00850_vs_JD00241_sample3_exterior.png,false_match\JD00850_vs_JD00241_sample3_interior.png
JD00850_vs_JD00241_sample4,0,JD00850_vs_JD00241_sample4_exterior.png,JD00850_vs_JD00241_sample4_interior.png,false_match\JD00850_vs_JD00241_sample4_exterior.png,false_match\JD00850_vs_JD00241_sample4_interior.png
JD00850_vs_JD08477_sample0,0,JD00850_vs_JD08477_sample0_exterior.png,JD00850_vs_JD08477_sample0_interior.png,false_match\JD00850_vs_JD08477_sample0_exterior.png,false_match\JD00850_vs_JD08477_sample0_interior.png
JD00850_vs_JD08477_sample1,0,JD00850_vs_JD08477_sample1_exterior.png,JD00850_vs_JD08477_sample1_interior.png,false_match\JD00850_vs_JD08477_sample1_exterior.png,false_match\JD00850_vs_JD08477_sample1_interior.png
JD00850_vs_JD08477_sample2,0,JD00850_vs_JD08477_sample2_exterior.png,JD00850_vs_JD08477_sample2_interior.png,false_match\JD00850_vs_JD08477_sample2_exterior.png,false_match\JD00850_vs_JD08477_sample2_interior.png
JD00853_vs_JD02051_sample0,0,JD00853_vs_JD02051_sample0_exterior.png,JD00853_vs_JD02051_sample0_interior.png,false_match\JD00853_vs_JD02051_sample0_exterior.png,false_match\JD00853_vs_JD02051_sample0_interior.png
JD00853_vs_JD02051_sample1,0,JD00853_vs_JD02051_sample1_exterior.png,JD00853_vs_JD02051_sample1_interior.png,false_match\JD00853_vs_JD02051_sample1_exterior.png,false_match\JD00853_vs_JD02051_sample1_interior.png
